metabolite	subsystem
Lcystin_c	Exchange/demand reaction
Lcystin_c	Transport, extracellular
Lcystin_c	Transport, extracellular
Lcystin_c	Methionine and cysteine metabolism
Lcystin_c	Transport, extracellular
Lcystin_e	Transport, extracellular
Lcystin_e	Transport, extracellular
Lcystin_e	Exchange/demand reaction
Lcystin_e	Transport, extracellular
Lcystin_e	Transport, extracellular
Lfmkynr_c	Tryptophan metabolism
Lfmkynr_c	Tryptophan metabolism
Lfmkynr_c	Tryptophan metabolism
Lkynr_c	Tryptophan metabolism
Lkynr_c	Tryptophan metabolism
Lkynr_c	Tryptophan metabolism
Lkynr_c	Tryptophan metabolism
Lkynr_c	Tryptophan metabolism
Lpipecol_x	Lysine metabolism
Lpipecol_x	Lysine metabolism
Nacasp_c	Alanine and aspartate metabolism
Nacasp_c	Transport, mitochondrial
Nacasp_m	Alanine and aspartate metabolism
Nacasp_m	Transport, mitochondrial
Rtotal_c	Vitamin A metabolism
Rtotal_c	Glycerophospholipid metabolism
Rtotal_c	Transport, extracellular
Rtotal_c	Glycerophospholipid metabolism
Rtotal_c	Vitamin A metabolism
Rtotal_c	Triacylglycerol synthesis
Rtotal_c	Vitamin A metabolism
Rtotal_c	Triacylglycerol synthesis
Rtotal_c	R group synthesis
Rtotal_c	
Rtotal_c	Transport, lysosomal
Rtotal_c	Triacylglycerol synthesis
Rtotal_c	Sphingolipid metabolism
Rtotal_e	Transport, extracellular
Rtotal_e	Transport, extracellular
Rtotal_e	Triacylglycerol synthesis
Rtotal_e	Transport, extracellular
Rtotal_e	Vitamin A metabolism
Rtotal_e	Vitamin A metabolism
Rtotal_e	Vitamin A metabolism
Rtotal_e	Triacylglycerol synthesis
Rtotal_e	Fatty acid oxidation
Rtotal_e	Glycerophospholipid metabolism
Rtotal_e	Exchange/demand reaction
Rtotal_e	Fatty acid oxidation
Rtotal_l	Sphingolipid metabolism
Rtotal_l	Transport, lysosomal
Rtotalcoa_c	Triacylglycerol synthesis
Rtotalcoa_c	Vitamin A metabolism
Rtotalcoa_c	Sphingolipid metabolism
Rtotalcoa_c	Triacylglycerol synthesis
Rtotalcoa_c	R group synthesis
Rtotalcoa_c	R group synthesis
Rtotalcoa_c	
Rtotalcoa_c	Triacylglycerol synthesis
Rtotalcoa_c	Cholesterol metabolism
Rtotalcoa_c	Transport, extracellular
Rtotalcoa_c	R group synthesis
Rtotalcoa_c	Fatty acid oxidation
Rtotalcoa_c	Triacylglycerol synthesis
Rtotalcoa_m	Fatty acid oxidation
Rtotalcoa_m	R group synthesis
Rtotalcrn_c	Fatty acid oxidation
Rtotalcrn_c	Fatty acid oxidation
Rtotalcrn_m	Fatty acid oxidation
Rtotalcrn_m	Fatty acid oxidation
Ser_Thr_g	O-glycan synthesis
Ser_Thr_g	Transport, golgi apparatus
Ser_Thr_l	Transport, golgi apparatus
Ser_Thr_l	Keratan sulfate degradation
Sfglutth_c	
Sfglutth_c	Tyrosine metabolism
Sfglutth_c	Tyrosine metabolism
Ssq23epx_r	Cholesterol metabolism
Ssq23epx_r	Cholesterol metabolism
T4hcinnm_m	Ubiquinone synthesis
T4hcinnm_m	Ubiquinone synthesis
T_antigen_g	O-glycan synthesis
T_antigen_g	O-glycan synthesis
Tn_antigen_g	O-glycan synthesis
Tn_antigen_g	O-glycan synthesis
Tn_antigen_g	O-glycan synthesis
Tn_antigen_g	O-glycan synthesis
Tn_antigen_l	Keratan sulfate degradation
Tn_antigen_l	Keratan sulfate degradation
Tyr_ggn_c	Starch and sucrose metabolism
Tyr_ggn_c	Starch and sucrose metabolism
Tyr_ggn_e	Starch and sucrose metabolism
Tyr_ggn_e	Exchange/demand reaction
aacoa_c	Cholesterol metabolism
aacoa_c	Tryptophan metabolism
aacoa_c	Propanoate metabolism
aacoa_m	Cholesterol metabolism
aacoa_m	Cholesterol metabolism
aacoa_m	Tryptophan metabolism
aacoa_m	Valine, leucine, and isoleucine metabolism
aacoa_m	Tryptophan metabolism
aacoa_x	Cholesterol metabolism
aacoa_x	Cholesterol metabolism
aact_c	Transport, mitochondrial
aact_c	Glycine, serine, alanine and threonine metabolism
aact_m	Transport, mitochondrial
aact_m	Glycine, serine, alanine and threonine metabolism
abt_c	Pentose phosphate pathway
abt_c	Pentose phosphate pathway
abt_c	Transport, extracellular
abt_e	Transport, extracellular
abt_e	Exchange/demand reaction
acACP_c	Fatty acid oxidation
acACP_c	Fatty acid synthesis
ac_c	Transport, mitochondrial
ac_c	Pyruvate metabolism
ac_c	Transport, extracellular
ac_c	Transport, extracellular
ac_c	Phosphatidylinositol phosphate metabolism
ac_c	Transport, extracellular
ac_c	
ac_c	Transport, extracellular
ac_c	Transport, extracellular
ac_c	
ac_c	Glycolysis/gluconeogenesis
ac_c	Citric acid cycle
ac_c	Histidine metabolism
ac_c	Transport, extracellular
ac_c	Glycolysis/gluconeogenesis
ac_c	Alanine and aspartate metabolism
ac_c	Transport, extracellular
ac_c	Aminosugar metabolism
ac_c	Transport, extracellular
ac_c	Transport, extracellular
ac_c	Transport, extracellular
ac_c	Transport, extracellular
ac_c	Glycerophospholipid metabolism
ac_c	Glycolysis/gluconeogenesis
ac_e	Transport, extracellular
ac_e	Transport, extracellular
ac_e	Transport, extracellular
ac_e	Glycerophospholipid metabolism
ac_e	Transport, extracellular
ac_e	Transport, extracellular
ac_e	Transport, extracellular
ac_e	Transport, extracellular
ac_e	Transport, extracellular
ac_e	
ac_e	Exchange/demand reaction
ac_e	Transport, extracellular
ac_e	Transport, extracellular
ac_e	Transport, extracellular
ac_e	Glycerophospholipid metabolism
ac_m	Transport, mitochondrial
ac_m	
ac_m	Glycolysis/gluconeogenesis
ac_m	Glycolysis/gluconeogenesis
ac_m	Pyruvate metabolism
acac_c	Transport, peroxisomal
acac_c	Transport, extracellular
acac_c	Transport, extracellular
acac_c	Transport, mitochondrial
acac_c	Transport, extracellular
acac_c	Transport, extracellular
acac_c	Transport, extracellular
acac_c	Transport, extracellular
acac_c	Transport, mitochondrial
acac_c	Propanoate metabolism
acac_c	Transport, extracellular
acac_c	Tyrosine metabolism
acac_c	Transport, extracellular
acac_c	Transport, extracellular
acac_c	Transport, extracellular
acac_c	Transport, extracellular
acac_e	Transport, extracellular
acac_e	Transport, extracellular
acac_e	Transport, extracellular
acac_e	Transport, extracellular
acac_e	Transport, extracellular
acac_e	Transport, extracellular
acac_e	Transport, extracellular
acac_e	Exchange/demand reaction
acac_e	Transport, extracellular
acac_e	Transport, extracellular
acac_e	Transport, extracellular
acac_e	Transport, extracellular
acac_m	Transport, mitochondrial
acac_m	Cholesterol metabolism
acac_m	Butanoate metabolism
acac_m	Valine, leucine, and isoleucine metabolism
acac_m	Transport, mitochondrial
acac_m	Cholesterol metabolism
acac_m	Propanoate metabolism
acac_x	Cholesterol metabolism
acac_x	Transport, peroxisomal
acald_c	Pentose phosphate pathway
acald_c	Transport, extracellular
acald_c	Glycerophospholipid metabolism
acald_c	Transport, endoplasmic reticular
acald_c	Glycolysis/gluconeogenesis
acald_c	Transport, mitochondrial
acald_c	Glycolysis/gluconeogenesis
acald_c	Transport, peroxisomal
acald_c	Glycolysis/gluconeogenesis
acald_c	Glycolysis/gluconeogenesis
acald_c	Glycolysis/gluconeogenesis
acald_e	Exchange/demand reaction
acald_e	Transport, extracellular
acald_m	Glycolysis/gluconeogenesis
acald_m	Transport, mitochondrial
acald_r	Steroid metabolism
acald_r	Transport, endoplasmic reticular
acald_r	Steroid metabolism
acald_x	Glycolysis/gluconeogenesis
acald_x	Transport, peroxisomal
accoa_c	
accoa_c	Pyruvate metabolism
accoa_c	Fatty acid oxidation
accoa_c	Fatty acid oxidation
accoa_c	
accoa_c	Aminosugar metabolism
accoa_c	Glycerophospholipid metabolism
accoa_c	Citric acid cycle
accoa_c	Glycolysis/gluconeogenesis
accoa_c	Histidine metabolism
accoa_c	Fatty acid synthesis
accoa_c	Fatty acid oxidation
accoa_c	Tryptophan metabolism
accoa_c	Cholesterol metabolism
accoa_c	Fatty acid oxidation
accoa_c	Transport, endoplasmic reticular
accoa_c	Glycerophospholipid metabolism
accoa_c	Transport, nuclear
accoa_m	Cholesterol metabolism
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	Glycine, serine, alanine and threonine metabolism
accoa_m	
accoa_m	Alanine and aspartate metabolism
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	
accoa_m	Ubiquinone synthesis
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	Glycolysis/gluconeogenesis
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	Glycolysis/gluconeogenesis
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	Propanoate metabolism
accoa_m	
accoa_m	
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	Valine, leucine, and isoleucine metabolism
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	
accoa_m	
accoa_m	
accoa_m	
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	Citric acid cycle
accoa_m	
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	Cholesterol metabolism
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	Pyruvate metabolism
accoa_m	
accoa_m	
accoa_m	
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	Tryptophan metabolism
accoa_m	
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	Fatty acid oxidation
accoa_m	
accoa_m	
accoa_m	Fatty acid oxidation
accoa_m	
accoa_n	Transport, nuclear
accoa_n	Glycerophospholipid metabolism
accoa_r	Transport, endoplasmic reticular
accoa_r	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Cholesterol metabolism
accoa_x	
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	
accoa_x	Fatty acid oxidation
accoa_x	Cholesterol metabolism
accoa_x	Fatty acid oxidation
accoa_x	
accoa_x	Fatty acid oxidation
accoa_x	
accoa_x	Fatty acid oxidation
accoa_x	
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	
accoa_x	
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	
accoa_x	
accoa_x	
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	
accoa_x	Fatty acid oxidation
accoa_x	
accoa_x	
accoa_x	Fatty acid oxidation
accoa_x	
accoa_x	Fatty acid oxidation
accoa_x	
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	
accoa_x	Fatty acid oxidation
accoa_x	Cholesterol metabolism
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
accoa_x	Fatty acid oxidation
acetol_c	Pyruvate metabolism
acetol_c	Pyruvate metabolism
acetol_c	Pyruvate metabolism
acetol_c	Pyruvate metabolism
acetone_c	Transport, mitochondrial
acetone_c	Pyruvate metabolism
acetone_c	Transport, extracellular
acetone_e	Transport, mitochondrial
acetone_e	Transport, extracellular
acetone_e	Exchange/demand reaction
acetone_m	Transport, mitochondrial
acetone_m	Transport, mitochondrial
acetone_m	Propanoate metabolism
acgagbside_hs_c	Transport, golgi apparatus
acgagbside_hs_c	Transport, lysosomal
acgagbside_hs_g	Transport, golgi apparatus
acgagbside_hs_g	Sphingolipid metabolism
acgagbside_hs_l	Transport, lysosomal
acgagbside_hs_l	Sphingolipid metabolism
acgalfucgalacgalfuc12gal14acglcgalgluside_hs_c	Transport, golgi apparatus
acgalfucgalacgalfuc12gal14acglcgalgluside_hs_c	Transport, extracellular
acgalfucgalacgalfuc12gal14acglcgalgluside_hs_e	Exchange/demand reaction
acgalfucgalacgalfuc12gal14acglcgalgluside_hs_e	Transport, extracellular
acgalfucgalacgalfuc12gal14acglcgalgluside_hs_g	Transport, golgi apparatus
acgalfucgalacgalfuc12gal14acglcgalgluside_hs_g	Blood group synthesis
acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_c	Transport, golgi apparatus
acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_c	Transport, extracellular
acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_e	Transport, extracellular
acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_e	Exchange/demand reaction
acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_g	Blood group synthesis
acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_g	Transport, golgi apparatus
acgalfucgalacglcgal14acglcgalgluside_hs_g	Blood group synthesis
acgalfucgalacglcgal14acglcgalgluside_hs_g	Blood group synthesis
acgalfucgalacglcgalgluside_hs_g	Blood group synthesis
acgalfucgalacglcgalgluside_hs_g	Blood group synthesis
acgalfucgalacglcgalgluside_hs_g	Blood group synthesis
acgalfucgalacglcgalgluside_hs_g	Blood group synthesis
acgam1p_c	Aminosugar metabolism
acgam1p_c	Aminosugar metabolism
acgam6p_c	Aminosugar metabolism
acgam6p_c	Aminosugar metabolism
acgam6p_c	Aminosugar metabolism
acgam6p_c	Aminosugar metabolism
acgam_c	Aminosugar metabolism
acgam_c	Transport, endoplasmic reticular
acgam_c	Aminosugar metabolism
acgam_c	Transport, lysosomal
acgam_e	Exchange/demand reaction
acgam_e	Aminosugar metabolism
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	N-glycan degradation
acgam_l	N-glycan degradation
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	N-glycan degradation
acgam_l	Keratan sulfate degradation
acgam_l	Transport, lysosomal
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	Hyaluronan metabolism
acgam_l	Aminosugar metabolism
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	Hyaluronan metabolism
acgam_l	Keratan sulfate degradation
acgam_l	N-glycan degradation
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_l	Transport, endoplasmic reticular
acgam_l	N-glycan degradation
acgam_l	Keratan sulfate degradation
acgam_l	Keratan sulfate degradation
acgam_r	Transport, endoplasmic reticular
acgam_r	Transport, endoplasmic reticular
acglc13galacglcgal14acglcgalgluside_hs_g	Blood group synthesis
acglc13galacglcgal14acglcgalgluside_hs_g	Blood group synthesis
acglcgal14acglcgalgluside_hs_g	Blood group synthesis
acglcgal14acglcgalgluside_hs_g	Blood group synthesis
acglcgalacglcgal14acglcgalgluside_hs_g	Blood group synthesis
acglcgalacglcgal14acglcgalgluside_hs_g	Blood group synthesis
acglcgalgbside_hs_g	Sphingolipid metabolism
acglcgalgbside_hs_g	Sphingolipid metabolism
acglcgalgluside_hs_g	Blood group synthesis
acglcgalgluside_hs_g	Blood group synthesis
acglcgalgluside_hs_g	Blood group synthesis
acgpail_hs_c	Phosphatidylinositol phosphate metabolism
acgpail_hs_c	Phosphatidylinositol phosphate metabolism
ach_c	Transport, extracellular
ach_c	Transport, nuclear
ach_c	Transport, extracellular
ach_c	Transport, extracellular
ach_c	Transport, extracellular
ach_c	Glycerophospholipid metabolism
ach_c	Transport, extracellular
ach_c	Transport, extracellular
ach_e	Transport, extracellular
ach_e	Glycerophospholipid metabolism
ach_e	Transport, extracellular
ach_e	Transport, extracellular
ach_e	Transport, extracellular
ach_e	Exchange/demand reaction
ach_e	Transport, extracellular
ach_e	Transport, extracellular
ach_n	Transport, nuclear
ach_n	Glycerophospholipid metabolism
acmana_c	Aminosugar metabolism
acmana_c	Aminosugar metabolism
acmana_c	Aminosugar metabolism
acmana_c	Aminosugar metabolism
acmana_e	Transport, endoplasmic reticular
acmana_e	Exchange/demand reaction
acmana_r	Aminosugar metabolism
acmana_r	Transport, endoplasmic reticular
acmanap_c	Aminosugar metabolism
acmanap_c	Aminosugar metabolism
acnam_c	
acnam_c	Transport, lysosomal
acnam_c	Aminosugar metabolism
acnam_c	Aminosugar metabolism
acnam_c	Transport, nuclear
acnam_c	Aminosugar metabolism
acnam_l	Keratan sulfate degradation
acnam_l	Transport, lysosomal
acnam_l	N-glycan degradation
acnam_l	Keratan sulfate degradation
acnam_l	Keratan sulfate degradation
acnam_n	Transport, nuclear
acnam_n	Aminosugar metabolism
acnamp_c	Aminosugar metabolism
acnamp_c	Aminosugar metabolism
acngal14acglcgalgluside_hs_g	Blood group synthesis
acngal14acglcgalgluside_hs_g	Blood group synthesis
acrn_c	Transport, mitochondrial
acrn_c	Transport, mitochondrial
acrn_c	Fatty acid oxidation
acrn_c	Transport, peroxisomal
acrn_c	Transport, peroxisomal
acrn_c	Transport, endoplasmic reticular
acrn_m	Transport, mitochondrial
acrn_m	Fatty acid oxidation
acrn_m	Transport, mitochondrial
acrn_r	Fatty acid oxidation
acrn_r	Transport, endoplasmic reticular
acrn_x	Fatty acid oxidation
acrn_x	Transport, peroxisomal
acrn_x	Transport, peroxisomal
ade_c	Purine catabolism
ade_c	Transport, extracellular
ade_c	Nucleotide salvage pathway
ade_c	Arginine and Proline Metabolism
ade_c	Nucleotide interconversion
ade_e	Purine catabolism
ade_e	Transport, extracellular
ade_e	Exchange/demand reaction
adn_c	Transport, extracellular
adn_c	Nucleotide interconversion
adn_c	Transport, extracellular
adn_c	
adn_c	Purine catabolism
adn_c	Nucleotide interconversion
adn_c	Purine synthesis
adn_c	Transport, extracellular
adn_c	Transport, mitochondrial
adn_c	Purine catabolism
adn_c	Purine synthesis
adn_c	Nucleotide interconversion
adn_c	Methionine and cysteine metabolism
adn_e	Nucleotide interconversion
adn_e	Transport, extracellular
adn_e	
adn_e	Transport, extracellular
adn_e	Exchange/demand reaction
adn_e	Purine catabolism
adn_e	Transport, extracellular
adn_e	Purine catabolism
adn_m	Transport, mitochondrial
adn_m	Purine catabolism
adn_m	Nucleotide interconversion
adp_c	
adp_c	
adp_c	
adp_c	
adp_c	Folate metabolism
adp_c	CoA catabolism
adp_c	
adp_c	
adp_c	
adp_c	Inositol phosphate metabolism
adp_c	Fructose and mannose metabolism
adp_c	Inositol phosphate metabolism
adp_c	
adp_c	
adp_c	Transport, peroxisomal
adp_c	Vitamin B6 metabolism
adp_c	Nucleotide interconversion
adp_c	
adp_c	Transport, peroxisomal
adp_c	Transport, extracellular
adp_c	
adp_c	
adp_c	
adp_c	Citric acid cycle
adp_c	
adp_c	Transport, mitochondrial
adp_c	Nucleotide interconversion
adp_c	Vitamin B2 metabolism
adp_c	Transport, extracellular
adp_c	Transport, extracellular
adp_c	Glutathione metabolism
adp_c	Transport, extracellular
adp_c	
adp_c	
adp_c	Folate metabolism
adp_c	Transport, peroxisomal
adp_c	Nucleotide interconversion
adp_c	Pyrimidine synthesis
adp_c	
adp_c	Inositol phosphate metabolism
adp_c	Transport, extracellular
adp_c	Transport, extracellular
adp_c	Squalene and cholesterol synthesis
adp_c	Exchange/demand reaction
adp_c	
adp_c	
adp_c	Sphingolipid metabolism
adp_c	
adp_c	Transport, extracellular
adp_c	
adp_c	Nucleotide interconversion
adp_c	
adp_c	
adp_c	
adp_c	Nucleotide interconversion
adp_c	
adp_c	Vitamin B6 metabolism
adp_c	Transport, extracellular
adp_c	Nucleotide interconversion
adp_c	Transport, mitochondrial
adp_c	Pentose phosphate pathway
adp_c	CoA synthesis
adp_c	Glutathione metabolism
adp_c	
adp_c	CoA synthesis
adp_c	
adp_c	Inositol phosphate metabolism
adp_c	Nucleotide interconversion
adp_c	
adp_c	CoA synthesis
adp_c	Folate metabolism
adp_c	Transport, extracellular
adp_c	Folate metabolism
adp_c	
adp_c	Nucleotide interconversion
adp_c	Transport, extracellular
adp_c	NAD metabolism
adp_c	Transport, extracellular
adp_c	Transport, peroxisomal
adp_c	Transport, peroxisomal
adp_c	Nucleotide interconversion
adp_c	Transport, extracellular
adp_c	
adp_c	Folate metabolism
adp_c	Transport, peroxisomal
adp_c	Transport, extracellular
adp_c	Nucleotide interconversion
adp_c	
adp_c	
adp_c	Purine synthesis
adp_c	
adp_c	
adp_c	Transport, peroxisomal
adp_c	Glycolysis/gluconeogenesis
adp_c	Transport, extracellular
adp_c	Glycerophospholipid metabolism
adp_c	Transport, lysosomal
adp_c	Transport, extracellular
adp_c	Transport, mitochondrial
adp_c	
adp_c	Glyoxylate and dicarboxylate metabolism
adp_c	Transport, extracellular
adp_c	
adp_c	
adp_c	
adp_c	Folate metabolism
adp_c	Transport, extracellular
adp_c	
adp_c	Vitamin B6 metabolism
adp_c	Transport, extracellular
adp_c	Sphingolipid metabolism
adp_c	Transport, peroxisomal
adp_c	Transport, extracellular
adp_c	
adp_c	
adp_c	
adp_c	
adp_c	Transport, extracellular
adp_c	Transport, mitochondrial
adp_c	Transport, endoplasmic reticular
adp_c	
adp_c	
adp_c	Transport, extracellular
adp_c	Transport, peroxisomal
adp_c	
adp_c	Transport, extracellular
adp_c	Folate metabolism
adp_c	Pyrimidine synthesis
adp_c	Folate metabolism
adp_c	Transport, peroxisomal
adp_c	Transport, extracellular
adp_c	Transport, extracellular
adp_c	Transport, extracellular
adp_c	
adp_c	Glutamate metabolism
adp_c	Nucleotide interconversion
adp_c	Transport, mitochondrial
adp_c	Transport, peroxisomal
adp_c	Glycerophospholipid metabolism
adp_c	Transport, extracellular
adp_c	
adp_c	
adp_c	Inositol phosphate metabolism
adp_c	Transport, peroxisomal
adp_c	Transport, extracellular
adp_c	Transport, extracellular
adp_c	
adp_c	
adp_c	Glycerophospholipid metabolism
adp_c	Inositol phosphate metabolism
adp_c	
adp_c	Transport, extracellular
adp_c	
adp_c	Inositol phosphate metabolism
adp_c	Transport, extracellular
adp_c	
adp_c	Transport, extracellular
adp_c	
adp_c	
adp_c	Transport, extracellular
adp_c	Transport, extracellular
adp_c	
adp_c	Nucleotide interconversion
adp_c	Transport, extracellular
adp_c	
adp_c	
adp_c	Nucleotide interconversion
adp_c	
adp_c	NAD metabolism
adp_c	Transport, extracellular
adp_c	Glyoxylate and dicarboxylate metabolism
adp_c	
adp_c	
adp_c	
adp_c	Galactose metabolism
adp_c	Glycerophospholipid metabolism
adp_c	Fructose and mannose metabolism
adp_c	Transport, mitochondrial
adp_c	Transport, mitochondrial
adp_c	Aminosugar metabolism
adp_c	
adp_c	Transport, extracellular
adp_c	
adp_c	Fatty acid oxidation
adp_c	Inositol phosphate metabolism
adp_c	
adp_c	Transport, extracellular
adp_c	Purine synthesis
adp_c	Glycerophospholipid metabolism
adp_c	Transport, peroxisomal
adp_c	Transport, mitochondrial
adp_c	Transport, peroxisomal
adp_c	
adp_c	
adp_c	Squalene and cholesterol synthesis
adp_c	Folate metabolism
adp_c	
adp_c	Pyrimidine synthesis
adp_c	Aminosugar metabolism
adp_c	Fructose and mannose metabolism
adp_c	Fructose and mannose metabolism
adp_c	Inositol phosphate metabolism
adp_c	
adp_c	Purine synthesis
adp_c	
adp_c	Transport, peroxisomal
adp_c	
adp_c	Fructose and mannose metabolism
adp_c	Pentose phosphate pathway
adp_c	
adp_c	
adp_c	Transport, extracellular
adp_c	Nucleotide interconversion
adp_c	Pentose phosphate pathway
adp_c	Transport, extracellular
adp_c	Transport, extracellular
adp_c	Nucleotide interconversion
adp_c	
adp_c	Nucleotide interconversion
adp_c	Transport, extracellular
adp_c	Transport, extracellular
adp_c	
adp_c	Squalene and cholesterol synthesis
adp_c	
adp_c	
adp_c	Transport, peroxisomal
adp_c	
adp_c	Glutathione metabolism
adp_c	
adp_c	
adp_c	Folate metabolism
adp_c	Transport, extracellular
adp_c	Transport, extracellular
adp_c	
adp_c	Transport, extracellular
adp_c	Propanoate metabolism
adp_c	
adp_c	
adp_c	Transport, mitochondrial
adp_c	Transport, extracellular
adp_c	
adp_c	Glutathione metabolism
adp_c	Purine catabolism
adp_c	Transport, extracellular
adp_c	
adp_c	
adp_c	Transport, extracellular
adp_c	Nucleotide interconversion
adp_c	Transport, mitochondrial
adp_c	Transport, mitochondrial
adp_c	Transport, extracellular
adp_c	Nucleotide interconversion
adp_c	
adp_c	
