metabolite	subsystem
na1_e	
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_e	Transport, extracellular
na1_r	Transport, endoplasmic reticular
na1_r	Transport, endoplasmic reticular
na1_x	Taurine and hypotaurine metabolism
na1_x	Transport, peroxisomal
nac_c	NAD metabolism
nac_c	NAD metabolism
nac_c	
nac_c	Transport, extracellular
nac_c	Transport, extracellular
nac_e	Exchange/demand reaction
nac_e	
nac_e	Transport, extracellular
nac_e	Transport, extracellular
nad_c	Pentose phosphate pathway
nad_c	Tryptophan metabolism
nad_c	beta-Alanine metabolism
nad_c	Fatty acid oxidation
nad_c	Pyruvate metabolism
nad_c	Glyoxylate and dicarboxylate metabolism
nad_c	Glycolysis/gluconeogenesis
nad_c	Folate metabolism
nad_c	Vitamin A metabolism
nad_c	Pentose phosphate pathway
nad_c	Vitamin B2 metabolism
nad_c	Fatty acid oxidation
nad_c	Fatty acid synthesis
nad_c	Miscellaneous
nad_c	Propanoate metabolism
nad_c	Fatty acid synthesis
nad_c	Bile acid synthesis
nad_c	Pyruvate metabolism
nad_c	NAD metabolism
nad_c	Glycine, serine, alanine and threonine metabolism
nad_c	
nad_c	Glycine, serine, alanine and threonine metabolism
nad_c	Fatty acid synthesis
nad_c	Tyrosine metabolism
nad_c	Fatty acid synthesis
nad_c	Bile acid synthesis
nad_c	beta-Alanine metabolism
nad_c	NAD metabolism
nad_c	Citric acid cycle
nad_c	Pyrimidine catabolism
nad_c	Lysine metabolism
nad_c	Bile acid synthesis
nad_c	Vitamin A metabolism
nad_c	Transport, extracellular
nad_c	Pyruvate metabolism
nad_c	Tryptophan metabolism
nad_c	Miscellaneous
nad_c	
nad_c	
nad_c	Fructose and mannose metabolism
nad_c	Tyrosine metabolism
nad_c	Pentose phosphate pathway
nad_c	Pyruvate metabolism
nad_c	Transport, endoplasmic reticular
nad_c	Pentose phosphate pathway
nad_c	Pyruvate metabolism
nad_c	Transport, nuclear
nad_c	Glyoxylate and dicarboxylate metabolism
nad_c	
nad_c	Fatty acid synthesis
nad_c	Fatty acid synthesis
nad_c	Fatty acid oxidation
nad_c	Starch and sucrose metabolism
nad_c	Tetrahydrobiopterin metabolism
nad_c	Taurine and hypotaurine metabolism
nad_c	Bile acid synthesis
nad_c	Glyoxylate and dicarboxylate metabolism
nad_c	Folate metabolism
nad_c	Folate metabolism
nad_c	Bile acid synthesis
nad_c	Vitamin A metabolism
nad_c	Glycolysis/gluconeogenesis
nad_c	Bile acid synthesis
nad_c	Bile acid synthesis
nad_c	Urea cycle
nad_c	Glutathione metabolism
nad_c	Fatty acid synthesis
nad_c	Pentose phosphate pathway
nad_c	Fatty acid synthesis
nad_c	Nucleotide interconversion
nad_c	NAD metabolism
nad_c	Pyruvate metabolism
nad_c	Glycerophospholipid metabolism
nad_c	Folate metabolism
nad_c	
nad_c	Purine catabolism
nad_c	Fatty acid synthesis
nad_c	Phenylalanine metabolism
nad_c	Arginine and Proline Metabolism
nad_c	Vitamin A metabolism
nad_c	Pyruvate metabolism
nad_c	Aminosugar metabolism
nad_c	Methionine and cysteine metabolism
nad_c	Nucleotide interconversion
nad_c	Histidine metabolism
nad_c	
nad_c	Tyrosine metabolism
nad_c	Vitamin A metabolism
nad_c	Fatty acid synthesis
nad_c	Glycolysis/gluconeogenesis
nad_c	Glycolysis/gluconeogenesis
nad_c	Steroid metabolism
nad_c	Pyrimidine catabolism
nad_c	Fatty acid oxidation
nad_c	
nad_c	Glycine, serine, alanine and threonine metabolism
nad_c	Vitamin A metabolism
nad_c	Sphingolipid metabolism
nad_c	Transport, peroxisomal
nad_c	Fatty acid synthesis
nad_c	Fatty acid synthesis
nad_e	NAD metabolism
nad_e	Exchange/demand reaction
nad_m	Glutamate metabolism
nad_m	Fatty acid oxidation
nad_m	
nad_m	Fatty acid oxidation
nad_m	Fatty acid oxidation
nad_m	Fatty acid oxidation
nad_m	Bile acid synthesis
nad_m	
nad_m	Bile acid synthesis
nad_m	Glutamate metabolism
nad_m	Citric acid cycle
nad_m	Fatty acid oxidation
nad_m	Fatty acid oxidation
nad_m	Fatty acid oxidation
nad_m	Glycolysis/gluconeogenesis
nad_m	Fatty acid oxidation
nad_m	Valine, leucine, and isoleucine metabolism
nad_m	
nad_m	Glycine, serine, alanine and threonine metabolism
nad_m	Fatty acid oxidation
nad_m	Fatty acid oxidation
nad_m	
nad_m	Lysine metabolism
nad_m	Valine, leucine, and isoleucine metabolism
nad_m	
nad_m	Ubiquinone synthesis
nad_m	Fatty acid oxidation
nad_m	
nad_m	
nad_m	Butanoate metabolism
nad_m	
nad_m	Fatty acid oxidation
nad_m	Lysine metabolism
nad_m	Glycolysis/gluconeogenesis
nad_m	
nad_m	Glycine, serine, alanine and threonine metabolism
nad_m	Propanoate metabolism
nad_m	Fatty acid oxidation
nad_m	Bile acid synthesis
nad_m	
nad_m	Fatty acid oxidation
nad_m	Arginine and Proline Metabolism
nad_m	Propanoate metabolism
nad_m	Fatty acid oxidation
nad_m	Fatty acid oxidation
nad_m	Fatty acid oxidation
nad_m	Fatty acid oxidation
nad_m	Valine, leucine, and isoleucine metabolism
nad_m	Fatty acid oxidation
nad_m	Fatty acid oxidation
nad_m	Propanoate metabolism
nad_m	
nad_m	
nad_m	
nad_m	
nad_m	Folate metabolism
nad_m	
nad_m	Fatty acid oxidation
nad_m	
nad_m	Fatty acid oxidation
nad_m	
nad_m	Arginine and Proline Metabolism
nad_m	Fatty acid oxidation
nad_m	Fatty acid oxidation
nad_m	NAD metabolism
nad_m	
nad_m	Bile acid synthesis
nad_m	Fatty acid oxidation
nad_m	Fatty acid oxidation
nad_m	Fatty acid oxidation
nad_m	
nad_m	Fatty acid oxidation
nad_m	
nad_m	Fatty acid oxidation
nad_m	
nad_m	Glycine, serine, alanine and threonine metabolism
nad_m	
nad_m	Valine, leucine, and isoleucine metabolism
nad_m	
nad_m	
nad_m	
nad_m	Valine, leucine, and isoleucine metabolism
nad_m	Valine, leucine, and isoleucine metabolism
nad_m	Fatty acid oxidation
nad_m	
nad_m	Fatty acid oxidation
nad_m	
nad_m	Glycine, serine, alanine and threonine metabolism
nad_m	Citric acid cycle
nad_m	Fatty acid oxidation
nad_m	
nad_m	
nad_m	
nad_m	
nad_m	Fatty acid oxidation
nad_m	
nad_m	Fatty acid oxidation
nad_m	
nad_m	Tryptophan metabolism
nad_m	
nad_m	Fatty acid oxidation
nad_m	
nad_m	
nad_m	Bile acid synthesis
nad_m	
nad_m	Pyruvate metabolism
nad_m	Fatty acid oxidation
nad_m	
nad_m	
nad_m	Ubiquinone synthesis
nad_m	Fatty acid oxidation
nad_m	Fatty acid oxidation
nad_m	Fatty acid oxidation
nad_m	Glutamate metabolism
nad_m	Fatty acid oxidation
nad_m	Fatty acid oxidation
nad_m	Fatty acid oxidation
nad_m	
nad_m	Fatty acid oxidation
nad_m	Fatty acid oxidation
nad_m	Citric acid cycle
nad_m	Glutathione metabolism
nad_m	
nad_m	Fatty acid oxidation
nad_m	Fatty acid oxidation
nad_m	
nad_m	Fatty acid oxidation
nad_m	
nad_m	
nad_m	Fatty acid oxidation
nad_m	Fatty acid oxidation
nad_m	
nad_m	
nad_m	Pyruvate metabolism
nad_m	Fatty acid oxidation
nad_m	
nad_m	
nad_m	Lysine metabolism
nad_m	Valine, leucine, and isoleucine metabolism
nad_m	Glutamate metabolism
nad_m	Fatty acid oxidation
nad_m	
nad_m	
nad_m	
nad_m	Urea cycle
nad_m	
nad_m	Fatty acid oxidation
nad_m	Fatty acid oxidation
nad_m	Fatty acid oxidation
nad_m	Ubiquinone synthesis
nad_m	
nad_m	
nad_m	
nad_m	Fatty acid oxidation
nad_m	
nad_m	
nad_m	
nad_m	Fatty acid oxidation
nad_m	Fatty acid oxidation
nad_m	Oxidative phosphorylation
nad_m	Fatty acid oxidation
nad_m	
nad_m	Valine, leucine, and isoleucine metabolism
nad_m	Pyrimidine catabolism
nad_m	
nad_m	Arginine and Proline Metabolism
nad_m	Fatty acid oxidation
nad_m	
nad_n	NAD metabolism
nad_n	Transport, nuclear
nad_r	Eicosanoid metabolism
nad_r	Vitamin A metabolism
nad_r	Cholesterol metabolism
nad_r	Bile acid synthesis
nad_r	Steroid metabolism
nad_r	Steroid metabolism
nad_r	Eicosanoid metabolism
nad_r	Steroid metabolism
nad_r	Vitamin A metabolism
nad_r	Steroid metabolism
nad_r	Cholesterol metabolism
nad_r	Pentose phosphate pathway
nad_r	Steroid metabolism
nad_r	Bile acid synthesis
nad_r	Steroid metabolism
nad_r	Vitamin A metabolism
nad_r	Steroid metabolism
nad_r	Steroid metabolism
nad_r	Transport, endoplasmic reticular
nad_r	Bile acid synthesis
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Fatty acid synthesis
nad_x	Fatty acid oxidation
nad_x	
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Citric acid cycle
nad_x	Fatty acid oxidation
nad_x	Purine catabolism
nad_x	Fatty acid oxidation
nad_x	Lysine metabolism
nad_x	Fatty acid oxidation
nad_x	Fatty acid synthesis
nad_x	Fatty acid oxidation
nad_x	
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	
nad_x	Fatty acid oxidation
nad_x	
nad_x	
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	
nad_x	
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Bile acid synthesis
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	
nad_x	
nad_x	
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	
nad_x	Fatty acid oxidation
nad_x	Bile acid synthesis
nad_x	Fatty acid oxidation
nad_x	
nad_x	
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	
nad_x	Fatty acid oxidation
nad_x	
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Glycolysis/gluconeogenesis
nad_x	Fatty acid oxidation
nad_x	
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Transport, peroxisomal
nad_x	
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nad_x	Fatty acid oxidation
nadh_c	Pentose phosphate pathway
nadh_c	Tryptophan metabolism
nadh_c	beta-Alanine metabolism
nadh_c	Fatty acid oxidation
nadh_c	Pyruvate metabolism
nadh_c	Glyoxylate and dicarboxylate metabolism
nadh_c	Glycolysis/gluconeogenesis
nadh_c	Folate metabolism
nadh_c	Vitamin A metabolism
nadh_c	Pentose phosphate pathway
nadh_c	Vitamin B2 metabolism
nadh_c	Fatty acid oxidation
nadh_c	Fatty acid synthesis
nadh_c	Miscellaneous
nadh_c	Propanoate metabolism
nadh_c	Fatty acid synthesis
nadh_c	Bile acid synthesis
nadh_c	Pyruvate metabolism
nadh_c	Glycine, serine, alanine and threonine metabolism
nadh_c	
nadh_c	Glycine, serine, alanine and threonine metabolism
nadh_c	Fatty acid synthesis
nadh_c	Tyrosine metabolism
nadh_c	Fatty acid synthesis
nadh_c	Bile acid synthesis
nadh_c	beta-Alanine metabolism
nadh_c	Citric acid cycle
nadh_c	Pyrimidine catabolism
nadh_c	Lysine metabolism
nadh_c	Bile acid synthesis
nadh_c	Vitamin A metabolism
nadh_c	Transport, extracellular
nadh_c	Pyruvate metabolism
nadh_c	Tryptophan metabolism
nadh_c	Miscellaneous
nadh_c	
nadh_c	
nadh_c	Fructose and mannose metabolism
nadh_c	Tyrosine metabolism
nadh_c	Pentose phosphate pathway
nadh_c	Pyruvate metabolism
nadh_c	Pentose phosphate pathway
nadh_c	Pyruvate metabolism
nadh_c	Glyoxylate and dicarboxylate metabolism
nadh_c	
nadh_c	Fatty acid synthesis
nadh_c	Fatty acid synthesis
nadh_c	Fatty acid oxidation
nadh_c	Starch and sucrose metabolism
nadh_c	Tetrahydrobiopterin metabolism
nadh_c	Taurine and hypotaurine metabolism
nadh_c	Bile acid synthesis
nadh_c	Glyoxylate and dicarboxylate metabolism
nadh_c	Folate metabolism
nadh_c	Folate metabolism
nadh_c	Bile acid synthesis
nadh_c	Vitamin A metabolism
nadh_c	Glycolysis/gluconeogenesis
nadh_c	Bile acid synthesis
nadh_c	Bile acid synthesis
nadh_c	Urea cycle
nadh_c	Glutathione metabolism
nadh_c	Fatty acid synthesis
nadh_c	Pentose phosphate pathway
nadh_c	Fatty acid synthesis
nadh_c	Nucleotide interconversion
nadh_c	Pyruvate metabolism
nadh_c	Glycerophospholipid metabolism
nadh_c	Folate metabolism
nadh_c	
nadh_c	Purine catabolism
nadh_c	Fatty acid synthesis
nadh_c	Phenylalanine metabolism
nadh_c	Arginine and Proline Metabolism
nadh_c	Vitamin A metabolism
nadh_c	Pyruvate metabolism
nadh_c	Aminosugar metabolism
nadh_c	Methionine and cysteine metabolism
nadh_c	Nucleotide interconversion
nadh_c	Transport, endoplasmic reticular
nadh_c	Histidine metabolism
nadh_c	
nadh_c	Tyrosine metabolism
nadh_c	Vitamin A metabolism
nadh_c	Transport, peroxisomal
nadh_c	Fatty acid synthesis
nadh_c	Glycolysis/gluconeogenesis
nadh_c	Glycolysis/gluconeogenesis
nadh_c	Steroid metabolism
nadh_c	Pyrimidine catabolism
nadh_c	Fatty acid oxidation
nadh_c	
nadh_c	Glycine, serine, alanine and threonine metabolism
nadh_c	Vitamin A metabolism
nadh_c	Sphingolipid metabolism
nadh_c	Fatty acid synthesis
nadh_c	Fatty acid synthesis
nadh_m	Glutamate metabolism
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	Fatty acid oxidation
nadh_m	Fatty acid oxidation
nadh_m	Fatty acid oxidation
nadh_m	Bile acid synthesis
nadh_m	
nadh_m	Bile acid synthesis
nadh_m	Glutamate metabolism
nadh_m	Citric acid cycle
nadh_m	Fatty acid oxidation
nadh_m	Fatty acid oxidation
nadh_m	Fatty acid oxidation
nadh_m	Glycolysis/gluconeogenesis
nadh_m	Fatty acid oxidation
nadh_m	Valine, leucine, and isoleucine metabolism
nadh_m	
nadh_m	Glycine, serine, alanine and threonine metabolism
nadh_m	Fatty acid oxidation
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	Lysine metabolism
nadh_m	Valine, leucine, and isoleucine metabolism
nadh_m	
nadh_m	Ubiquinone synthesis
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	
nadh_m	Butanoate metabolism
nadh_m	
nadh_m	Fatty acid oxidation
nadh_m	Lysine metabolism
nadh_m	Glycolysis/gluconeogenesis
nadh_m	
nadh_m	Glycine, serine, alanine and threonine metabolism
nadh_m	Propanoate metabolism
nadh_m	Fatty acid oxidation
nadh_m	Bile acid synthesis
nadh_m	
nadh_m	Fatty acid oxidation
nadh_m	Arginine and Proline Metabolism
nadh_m	Propanoate metabolism
nadh_m	Fatty acid oxidation
nadh_m	Fatty acid oxidation
nadh_m	Fatty acid oxidation
nadh_m	Fatty acid oxidation
nadh_m	Valine, leucine, and isoleucine metabolism
nadh_m	Fatty acid oxidation
nadh_m	Fatty acid oxidation
nadh_m	Propanoate metabolism
nadh_m	
nadh_m	
nadh_m	
nadh_m	
nadh_m	Folate metabolism
nadh_m	
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	Arginine and Proline Metabolism
nadh_m	Fatty acid oxidation
nadh_m	Fatty acid oxidation
nadh_m	NAD metabolism
nadh_m	
nadh_m	Bile acid synthesis
nadh_m	Fatty acid oxidation
nadh_m	Fatty acid oxidation
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	Glycine, serine, alanine and threonine metabolism
nadh_m	
nadh_m	Valine, leucine, and isoleucine metabolism
nadh_m	
nadh_m	
nadh_m	
nadh_m	Valine, leucine, and isoleucine metabolism
nadh_m	Valine, leucine, and isoleucine metabolism
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	Glycine, serine, alanine and threonine metabolism
nadh_m	Citric acid cycle
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	
nadh_m	
nadh_m	
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	Tryptophan metabolism
nadh_m	
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	
nadh_m	Bile acid synthesis
nadh_m	
nadh_m	Pyruvate metabolism
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	
nadh_m	Ubiquinone synthesis
nadh_m	Fatty acid oxidation
nadh_m	Fatty acid oxidation
nadh_m	Fatty acid oxidation
nadh_m	Glutamate metabolism
nadh_m	Fatty acid oxidation
nadh_m	Fatty acid oxidation
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	Fatty acid oxidation
nadh_m	Fatty acid oxidation
nadh_m	Citric acid cycle
nadh_m	Glutathione metabolism
nadh_m	
nadh_m	Fatty acid oxidation
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	
nadh_m	Fatty acid oxidation
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	
nadh_m	Pyruvate metabolism
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	
nadh_m	Lysine metabolism
nadh_m	Valine, leucine, and isoleucine metabolism
nadh_m	Glutamate metabolism
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	
nadh_m	
nadh_m	Urea cycle
nadh_m	
nadh_m	Fatty acid oxidation
nadh_m	Fatty acid oxidation
nadh_m	Fatty acid oxidation
nadh_m	Ubiquinone synthesis
nadh_m	
nadh_m	
nadh_m	
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	
nadh_m	
nadh_m	Fatty acid oxidation
nadh_m	Fatty acid oxidation
nadh_m	Oxidative phosphorylation
nadh_m	Fatty acid oxidation
nadh_m	
nadh_m	Valine, leucine, and isoleucine metabolism
nadh_m	Pyrimidine catabolism
nadh_m	
nadh_m	Arginine and Proline Metabolism
nadh_m	Fatty acid oxidation
nadh_m	
nadh_r	Eicosanoid metabolism
nadh_r	Vitamin A metabolism
nadh_r	Cholesterol metabolism
nadh_r	Bile acid synthesis
nadh_r	Steroid metabolism
nadh_r	Steroid metabolism
nadh_r	Eicosanoid metabolism
nadh_r	Steroid metabolism
nadh_r	Vitamin A metabolism
nadh_r	Steroid metabolism
nadh_r	Transport, endoplasmic reticular
nadh_r	Cholesterol metabolism
nadh_r	Pentose phosphate pathway
nadh_r	Steroid metabolism
nadh_r	Bile acid synthesis
nadh_r	Steroid metabolism
nadh_r	Vitamin A metabolism
nadh_r	Steroid metabolism
nadh_r	Steroid metabolism
nadh_r	Bile acid synthesis
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid synthesis
nadh_x	Fatty acid oxidation
nadh_x	
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	Citric acid cycle
nadh_x	Fatty acid oxidation
nadh_x	Purine catabolism
nadh_x	Fatty acid oxidation
nadh_x	Lysine metabolism
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid synthesis
nadh_x	Fatty acid oxidation
nadh_x	
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	
nadh_x	Fatty acid oxidation
nadh_x	
nadh_x	
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	
nadh_x	
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	Bile acid synthesis
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	
nadh_x	
nadh_x	
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	Fatty acid oxidation
nadh_x	
